file_path;caption
/content/img/1.autoespar_toyota_corolla_cross_2025.jpg;A banner advertising the Toyota Corolla Cross hybrid electric vehicle, featuring a man walking next to the car in an urban setting.
/content/img/10.autoespar_ganadores_cuida_tu_toyota_mama.jpg;A pink and white banner with a man and woman in a car repair shop.
/content/img/11.autoespar_toyota_corolla_cross_outlet_2025.jpg;"A red Toyota Corolla Cross hybrid electric car is displayed in a promotional image for a 2025 model, with a couple standing beside it. The image is a banner-style advertisement for an outlet store, featuring the text ""ULTIMAS UNIDADES 2025"" and ""OUTLET 0KM."" The background shows a suburban setting with a sunset, and the Toyota logo is visible in the top right corner."
/content/img/12.autoespar_toyota_corolla_cross_feliz_dia_madre.jpg;"A banner-style advertisement for Toyota's ""Dia de la Madre"" (Mother's Day) campaign, featuring a woman and a child embracing next to a white Toyota Corolla Cross. The image conveys warmth and gratitude, with a sunset backdrop and a message of appreciation for mothers."
/content/img/13.autoespar_toyota_yaris_cross_outlet_2025.jpg;A poster for a Toyota Yaris Cross with a man standing next to it.
/content/img/14.autoespar_toyota_land_cruiser_prado_outlet.jpg;"A man stands next to a Land Cruiser Prado SUV in a coastal setting, with a banner advertising ""ULTIMAS UNIDADES 2025"" and ""OUTLET 0KM"" in the background."
/content/img/15.autoespar_toyota_ya_cyber_web.jpg;A banner advertisement for Toyota featuring a discount offer of $4,350 on a Yaris Cross Hybrid vehicle, set against a cityscape backdrop with a group of people and a digital display.
/content/img/16.autoespar_toyota_oferton_repuestos_yaris.jpg;"A red Toyota Yaris car is shown in a garage with a sign that says ""Llego el oferton de repuestos"" and a price of S/. 242."
/content/img/17.autoespar_toyota_nueva_rav4_maf.jpg;A banner advertisement for the Toyota Rav4, featuring a white SUV on a mountain road, with a promotion for a 0% initial payment from MAF, including financing, Toyota insurance, and maintenance.
/content/img/18.autoespar_toyota_4runner_siguiente_nivel.jpg;A banner advertisement for Toyota's 4Runner SUV, featuring a couple and the vehicle, with a promotional interest rate of 6.99% and a reference TCEA of 9.67%.
/content/img/19.autoespar_toyota_sorteo_tv_repuestos.jpg;A promotional banner for a Toyota Autoespar store offering a chance to win a 65-inch TV with purchases of original parts.
/content/img/2.autoespar_toyota_agya_glp.jpg;A silver Toyota Agya car with a man loading boxes into the trunk, advertising a free GLP fuel offer from Autoespar.
/content/img/20.autoespar_toyota_ya_cyber_web_21_mayo.jpg;A promotional banner for Toyota vehicles, featuring an orange Toyota Agya and a white Toyota Raize, with a discount offer of $4,350 on a hybrid Yaris Cross. The event is scheduled for Thursday, May 21st, from 7:00 to 8:00 p.m. and will be live on TikTok.
/content/img/21.autoespar_toyota_sorteo_dia_padre_combo_parrillero.jpg;A promotional poster for a Toyota Hilux vehicle with a barbecue theme, advertising a Father's Day giveaway.
/content/img/22.autoespar_toyota_modo_futbol_rav4.jpg;A promotional banner for a Toyota dealership offering a soccer ball as a gift for maintenance services.
/content/img/23.autoespar_toyota_oferton_repuestos_yaris_v2.jpg;"A red Toyota Yaris car is shown in a garage with a sign that says ""Lleg√≥ el ofert√≥n de repuestos"" and a price of $242."
/content/img/3.autoespar_feria_taxista_mi_ruta_mi_chamba.jpg;Poster for Mi Ruta Mi Chamba featuring three men standing in front of cars.
/content/img/4.autoespar_toyota_raize_momento_mama.jpg;"A banner advertisement for Toyota RAIZE, featuring a woman and a child standing next to a silver car, with a message ""°Ya! El momento de mam·° es ahora"" and a monthly payment starting from $539."
/content/img/5.autoespar_toyota_yaris_cross_momento_mama.jpg;A poster for Toyota Yaris Cross with a woman and child walking next to the car.
/content/img/6.autoespar_toyota_agya_momento_mama02.jpg;"A poster for Toyota showing a woman leaning on a car with the words ""Toyota ya!"" and ""El momento de mam·° es ahora"""
/content/img/7.autoespar_toyota_yaris_momento_mama.jpg;A poster for Toyota Yaris with a woman and child walking to the car.
/content/img/8.autoespar_toyota_rush_momento_mama.jpg;"A family is shown in a Toyota ad with the words ""Toyota ya!"" on it."
/content/img/9.autoespar_toyota_corolla_cross_momento_mama.jpg;"A family stands in front of a Toyota Corolla Cross with a banner that reads ""TOYOTA °YA! El momento de mam·° es ahora"" and offers a monthly payment starting from $889."
